Sample_ID,short_ENA_accession,short_Genbank_accession,Year of Isolation,Month of Isolation,ST_Shortened,Collection,Source,Location,Province,ProvinceLocation,Province_Capital_Latitude,Province_Capital_Longitutde,Hospital,MIC_ESBL,ESBL,MIC_Ampicillin,Ampicillin,MIC_Amoxicillin/Clavulanic Acid,Amoxicillin/Clavulanic Acid,MIC_Piperacillin/Tazobactam,Piperacillin/Tazobactam,MIC_Cefalotin,Cefalotin,MIC_Cefoxitin,Cefoxitin,MIC_Ceftazidime,Ceftazidime,MIC_Ceftriaxone,Ceftriaxone,MIC_Cefepime,Cefepime,MIC_Imipenem,Imipenem,MIC_Meropenem,Meropenem,MIC_Amikacin,Amikacin,MIC_Gentamicin,Gentamicin,MIC_Ciprofloxacin,Ciprofloxacin,MIC_Tigecycline,Tigecycline,MIC_Nitrofurantoin,Nitrofurantoin,MIC_Trimethoprim/ Sulfamethoxazole,Trimethoprim/ Sulfamethoxazole
N169,ERR12528904,SAMN39649440,2022,9,ST101,MOHUTI,UC,Najran,Najran,SouthWest,17.56927051,44.22684712,NHB,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,2,S,>= 16,R,>= 64,R,>= 16,R,>= 4,R,2,S,>= 512,R,>= 320,R
N425,ERR12529051,SAMN39649441,2022,8,ST147,MOHUTI,UC,Najran,Najran,SouthWest,17.56927051,44.22684712,NRA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,>= 64,R,8,I,>= 4,R,4,I,256,R,>= 320,R
N495,ERR12528919,SAMN39649442,2022,7,ST101,MOHUTI,UC,Najran,Najran,SouthWest,17.56927051,44.22684712,NHD,POS,+,>= 32,R,NA,NA,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,<= 0.25*,*I,2,S,8,*I,<= 1,S,>= 4,R,4,I,>= 512,R,40,S
N619,ERR12528891,SAMN39649443,2023,8,ST231,MOHUTI,UC,Najran,Najran,SouthWest,17.56927051,44.22684712,NHD,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,8,R,>= 16,R,>= 64,R,>= 16,R,>= 4,R,4,I,256,R,>= 320,R
N627,ERR12528993,SAMN39649444,2023,8,ST147,MOHUTI,UC,Najran,Najran,SouthWest,17.56927051,44.22684712,NHD,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,>= 64,R,>= 16,R,>= 4,R,>= 8,R,256,R,>= 320,R
N674,ERR12528981,SAMN39649445,2022,9,ST147,MOHUTI,UC,Najran,Najran,SouthWest,17.56927051,44.22684712,NHC,NEG,-,>= 32,R,NA,NA,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,>= 64,R,4,*I,>= 4,R,2,S,256,R,>= 320,R
N685,ERR12528996,SAMN39649446,2022,9,ST101,MOHUTI,UC,Najran,Najran,SouthWest,17.56927051,44.22684712,NHC,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,8,R,>= 16,R,>= 64,R,>= 16,R,>= 4,R,4,I,>= 512,R,>= 320,R
N703,ERR12528895,SAMN39649447,2022,9,ST101,MOHUTI,UC,Najran,Najran,SouthWest,17.56927051,44.22684712,NHC,POS,+,>= 32,R,NA,NA,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,<= 0.25*,*I,2,S,32,I,>= 16,R,>= 4,R,4,I,>= 512,R,>= 320,R
N73,ERR12529001,SAMN39649448,2022,3,ST101,MOHUTI,UC,Najran,Najran,SouthWest,17.56927051,44.22684712,NHC,NEG,-,>= 32,R,NA,NA,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,4,I,>= 16,R,8,*I,>= 16,R,>= 4,R,4,I,>= 512,R,40,S
N78,ERR12528939,SAMN39649449,2022,3,ST37,MOHUTI,UC,Najran,Najran,SouthWest,17.56927051,44.22684712,NHB,NEG,-,>= 32,R,NA,NA,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,16,*I,<= 1,S,1,R,<= 0.5,S,64,I,<= 20,S
N81,ERR12529014,SAMN39649450,2022,3,ST37,MOHUTI,UC,Najran,Najran,SouthWest,17.56927051,44.22684712,NHB,NEG,-,>= 32,R,NA,NA,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,16,*I,<= 1,S,1,R,<= 0.5,S,64,I,<= 20,S
N846,ERR12528999,SAMN39649451,2022,11,ST101,MOHUTI,UC,Najran,Najran,SouthWest,17.56927051,44.22684712,NHB,NEG,-,>= 32,R,NA,NA,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,8,R,>= 16,R,8,*I,>= 16,R,>= 4,R,4,I,>= 512,R,160,R
N887,ERR12529017,SAMN39649452,2022,10,ST11,MOHUTI,UC,Najran,Najran,SouthWest,17.56927051,44.22684712,NHA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,>= 64,R,>= 16,R,>= 4,R,2,S,>= 512,R,<= 20,S
N888,ERR12528988,SAMN39649453,2022,10,ST11,MOHUTI,UC,Najran,Najran,SouthWest,17.56927051,44.22684712,NHA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,>= 64,R,>= 16,R,>= 4,R,2,S,>= 512,R,<= 20,S
N895,ERR12528883,SAMN39649454,2022,11,ST2096,MOHUTI,UC,Najran,Najran,SouthWest,17.56927051,44.22684712,NHA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,2,S,>= 16,R,32,I,<= 1,S,>= 4,R,2,S,256,R,40,S
N977,ERR12528884,SAMN39649455,2022,12,ST101,MOHUTI,UC,Najran,Najran,SouthWest,17.56927051,44.22684712,NHB,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,8,R,>= 16,R,<= 2,S,>= 16,R,>= 4,R,<= 0.5,S,>= 512,R,40,S
N978,ERR12528909,SAMN39649456,2022,12,ST11,MOHUTI,UC,Najran,Najran,SouthWest,17.56927051,44.22684712,NHB,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,>= 64,R,>= 16,R,>= 4,R,2,S,>= 512,R,<= 20,S
N982,ERR12529031,SAMN39649457,2022,12,ST2096,MOHUTI,UC,Najran,Najran,SouthWest,17.56927051,44.22684712,NHB,NEG,-,>= 32,R,NA,NA,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,1*,*I,>= 16,R,>= 64,R,<= 1,S,>= 4,R,2,S,256,R,>= 320,R
N987,ERR12528923,SAMN39649458,2022,12,ST147,MOHUTI,UC,Najran,Najran,SouthWest,17.56927051,44.22684712,NHB,NEG,-,>= 32,R,NA,NA,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,16,*I,<= 1,S,>= 4,R,2,S,256,R,<= 20,S
N990,ERR12528876,SAMN39649459,2022,12,ST2096,MOHUTI,UC,Najran,Najran,SouthWest,17.56927051,44.22684712,NHB,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,2,S,>= 16,R,>= 64,R,<= 1,S,>= 4,R,4,I,256,R,>= 320,R
Q104,ERR12529053,SAMN39649460,2023,7,ST147,MOHUTI,UC,AlQassim,AlQassim,Center,26.36764728,43.972776,QHA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,8,*R,>= 16,R,>= 16,R,4,S,>= 16,R,>= 4,R,<= 0.5,S,128,R,>= 320,R
Q16,ERR12528943,SAMN39649461,2022,3,ST14,MOHUTI,UC,AlQassim,AlQassim,Center,26.36764728,43.972776,QHA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,>= 64,R,<= 1,S,>= 4,R,>= 8,R,256,R,>= 320,R
Q160,ERR12529033,SAMN39649462,2022,10,ST147,MOHUTI,UC,AlQassim,AlQassim,Center,26.36764728,43.972776,QHC,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,4,S,<= 1,S,>= 4,R,>= 8,R,256,R,>= 320,R
Q161,ERR12529032,SAMN39649463,2022,10,ST147,MOHUTI,UC,AlQassim,AlQassim,Center,26.36764728,43.972776,QHC,POS,+,>= 32,R,>= 32,R,>= 128,R,>= 64,R,16,*R,>= 64,R,>= 64,R,16,R,>= 16,R,4,S,<= 2,S,<= 1,S,>= 4,R,>= 8,R,256,R,<= 20,S
Q181,ERR12528933,SAMN39649464,2022,11,ST2096,MOHUTI,UC,AlQassim,AlQassim,Center,26.36764728,43.972776,QHB,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,2,S,>= 16,R,>= 64,R,>= 16,R,>= 4,R,4,I,256,R,>= 320,R
Q202,ERR12528951,SAMN39649465,2022,12,ST2096,MOHUTI,UC,AlQassim,AlQassim,Center,26.36764728,43.972776,QHB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q33,ERR12529024,SAMN39649466,2022,4,ST14,MOHUTI,UC,AlQassim,AlQassim,Center,26.36764728,43.972776,QHA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,32,I,<= 1,S,>= 4,R,<= 0.5,S,128,R,>= 320,R
Q35,ERR12529015,SAMN39649467,2022,4,ST147,MOHUTI,UC,AlQassim,AlQassim,Center,26.36764728,43.972776,QHA,NEG,-,>= 32,R,NA,NA,>= 128,R,>= 64,R,8,*R,>= 64,R,>= 64,R,>= 64,R,<= 0.25*,*I,4,S,4,S,2,S,>= 4,R,2,S,256,R,>= 320,R
Q64,ERR12528948,SAMN39649468,2022,5,ST147,MOHUTI,UC,AlQassim,AlQassim,Center,26.36764728,43.972776,QHA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,>= 64,R,>= 16,R,>= 4,R,>= 8,R,256,R,>= 320,R
R1011,ERR12528924,SAMN39649474,2022,6,ST11,MOHUTI,UC,Riyadh,Riyadh,Center,24.72857381,46.68651858,RHA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,>= 64,R,>= 16,R,>= 4,R,2,S,>= 512,R,>= 320,R
R1032,ERR12529016,SAMN39649475,2022,6,ST101,MOHUTI,UC,Riyadh,Riyadh,Center,24.72857381,46.68651858,RHA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,2,S,>= 16,R,>= 64,R,8,I,>= 4,R,4,I,>= 512,R,>= 320,R
R1072,ERR12528946,SAMN39649476,2022,9,ST147,MOHUTI,UC,Riyadh,Riyadh,Center,24.72857381,46.68651858,RRA,NEG,-,>= 32,R,NA,NA,>= 128,R,>= 64,R,>= 64,R,4,*R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,16,*I,<= 1,S,>= 4,R,4,I,256,R,>= 320,R
R1076,ERR12529027,SAMN39649477,2022,9,ST147,MOHUTI,UC,Riyadh,Riyadh,Center,24.72857381,46.68651858,RRA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,4,*R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,16,*I,<= 1,S,>= 4,R,>= 8,R,256,R,>= 320,R
R119,ERR12529029,SAMN39649478,2022,3,ST2096,MOHUTI,UC,Riyadh,Riyadh,Center,24.72857381,46.68651858,RRA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,2,S,>= 16,R,>= 64,R,>= 16,R,>= 4,R,4,I,256,R,>= 320,R
R128,ERR12528931,SAMN39649479,2022,3,ST2096,MOHUTI,UC,Riyadh,Riyadh,Center,24.72857381,46.68651858,RRA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,4,I,>= 16,R,>= 64,R,>= 16,R,>= 4,R,>= 8,R,256,R,>= 320,R
R224,ERR12529021,SAMN39649480,2022,3,ST101,MOHUTI,UC,Riyadh,Riyadh,Center,24.72857381,46.68651858,RRA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,8,R,>= 16,R,>= 64,R,<= 1,S,>= 4,R,2,S,>= 512,R,<= 20,S
R234,ERR12528915,SAMN39649481,2022,4,ST147,MOHUTI,UC,Riyadh,Riyadh,Center,24.72857381,46.68651858,RRA,NEG,-,>= 32,R,NA,NA,>= 128,R,>= 64,R,>= 64,R,4,*R,>= 64,R,>= 64,R,4,I,>= 16,R,>= 64,R,>= 16,R,>= 4,R,4,I,256,R,>= 320,R
R240,ERR12528936,SAMN39649482,2022,4,ST2096,MOHUTI,UC,Riyadh,Riyadh,Center,24.72857381,46.68651858,RRA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,>= 64,R,>= 16,R,>= 4,R,2,S,256,R,>= 320,R
R241,ERR12528940,SAMN39649483,2022,4,ST2096,MOHUTI,UC,Riyadh,Riyadh,Center,24.72857381,46.68651858,RRA,NEG,*+,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,<= 0.25,S,<= 0.25,S,>= 64,R,<= 1,S,>= 4,R,2,S,128,R,>= 320,R
R272,ERR12529020,SAMN39649484,2022,4,ST2096,MOHUTI,UC,Riyadh,Riyadh,Center,24.72857381,46.68651858,RRA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,4,I,>= 16,R,>= 64,R,>= 16,R,>= 4,R,1,S,>= 512,R,>= 320,R
R273,ERR12529035,SAMN39649485,2022,4,ST147,MOHUTI,UC,Riyadh,Riyadh,Center,24.72857381,46.68651858,RRA,NEG,-,>= 32,R,NA,NA,>= 128,R,>= 64,R,>= 64,R,4,*R,>= 64,R,>= 64,R,4,I,>= 16,R,>= 64,R,>= 16,R,>= 4,R,4,I,256,R,>= 320,R
R275,ERR12529052,SAMN39649486,2022,4,ST2096,MOHUTI,UC,Riyadh,Riyadh,Center,24.72857381,46.68651858,RRA,NEG,-,>= 32,R,NA,NA,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,1*,*I,>= 16,R,>= 64,R,>= 16,R,>= 4,R,2,S,>= 512,R,>= 320,R
R276,ERR12528935,SAMN39649487,2022,4,ST147,MOHUTI,UC,Riyadh,Riyadh,Center,24.72857381,46.68651858,RRA,POS,+,>= 32,R,NA,NA,>= 128,R,>= 64,R,>= 64,R,<= 1,*R,<= 1,*R,<= 1,*R,2,S,>= 16,R,>= 64,R,>= 16,R,>= 4,R,2,S,256,R,>= 320,R
R290,ERR12529028,SAMN39649488,2022,4,ST2096,MOHUTI,UC,Riyadh,Riyadh,Center,24.72857381,46.68651858,RRA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,>= 64,R,>= 16,R,>= 4,R,2,S,256,R,>= 320,R
R291,ERR12528945,SAMN39649489,2022,4,ST2096,MOHUTI,UC,Riyadh,Riyadh,Center,24.72857381,46.68651858,RRA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,2,S,>= 16,R,>= 64,R,>= 16,R,>= 4,R,2,S,256,R,>= 320,R
R292,ERR12528929,SAMN39649490,2022,4,ST437,MOHUTI,UC,Riyadh,Riyadh,Center,24.72857381,46.68651858,RRA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,2,S,>= 16,R,>= 64,R,>= 16,R,>= 4,R,1,S,>= 512,R,160,R
R293,ERR12528925,SAMN39649491,2022,4,ST383,MOHUTI,UC,Riyadh,Riyadh,Center,24.72857381,46.68651858,RRA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,16,*I,<= 1,S,>= 4,R,2,S,256,R,<= 20,S
R407,ERR12528986,SAMN39649492,2022,5,ST11,MOHUTI,UC,Riyadh,Riyadh,Center,24.72857381,46.68651858,RRA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,>= 64,R,>= 16,R,>= 4,R,<= 0.5,S,>= 512,R,>= 320,R
R409,ERR12528921,SAMN39649493,2022,5,ST147,MOHUTI,UC,Riyadh,Riyadh,Center,24.72857381,46.68651858,RRA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,8,R,>= 16,R,4,S,>= 16,R,>= 4,R,4,I,256,R,>= 320,R
R424,ERR12528928,SAMN39649494,2022,12,ST2096,MOHUTI,UC,Riyadh,Riyadh,Center,24.72857381,46.68651858,RRA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,2,S,>= 16,R,>= 64,R,>= 16,R,>= 4,R,2,S,>= 512,R,>= 320,R
R541,ERR12528926,SAMN39649496,2022,6,ST2096,MOHUTI,UC,Riyadh,Riyadh,Center,24.72857381,46.68651858,RRA,NEG,*+,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,<= 0.25,S,<= 0.25,S,>= 64,R,>= 16,R,>= 4,R,>= 8,R,256,R,>= 320,R
R55,ERR12528942,SAMN39649497,2022,3,ST147,MOHUTI,UC,Riyadh,Riyadh,Center,24.72857381,46.68651858,RRA,NEG,-,>= 32,R,NA,NA,>= 128,R,>= 64,R,>= 64,R,4,*R,>= 64,R,>= 64,R,8,R,>= 16,R,>= 64,R,<= 1,S,>= 4,R,4,I,256,R,>= 320,R
R58,ERR12528947,SAMN39649503,2022,3,ST147,MOHUTI,UC,Riyadh,Riyadh,Center,24.72857381,46.68651858,RRA,NEG,-,>= 32,R,NA,NA,>= 128,R,>= 64,R,>= 64,R,4,*R,>= 64,R,>= 64,R,8,R,>= 16,R,>= 64,R,<= 1,S,>= 4,R,4,I,256,R,>= 320,R
R588,ERR12528954,SAMN39649504,2022,6,ST294,MOHUTI,UC,Riyadh,Riyadh,Center,24.72857381,46.68651858,RHA,POS,+,>= 32,R,8,S,<= 4,S,>= 64,R,<= 4,S,4,S,16,R,<= 1,S,<= 0.25,S,<= 0.25,S,<= 2,S,<= 1,S,0.5,I,<= 0.5,S,<= 16,S,>= 320,R
R595,ERR12529008,SAMN39649505,2022,6,ST11,MOHUTI,UC,Riyadh,Riyadh,Center,24.72857381,46.68651858,RHA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,8,*I,>= 16,R,>= 4,R,2,S,256,R,>= 320,R
R700,ERR12528944,SAMN39649506,2022,8,ST22,MOHUTI,UC,Riyadh,Riyadh,Center,24.72857381,46.68651858,RRA,NEG,-,>= 32,R,<= 2,S,<= 4,S,<= 2,S,<= 4,S,<= 1,S,<= 1,S,<= 1,S,<= 0.25,S,<= 0.25,S,<= 2,S,<= 1,S,<= 0.25,S,<= 0.5,S,32,S,<= 20,S
R713,ERR12529005,SAMN39649507,2022,8,ST147,MOHUTI,UC,Riyadh,Riyadh,Center,24.72857381,46.68651858,RRA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,16,*I,<= 1,S,>= 4,R,>= 8,R,256,R,>= 320,R
R804,ERR12528949,SAMN39649508,2022,8,ST2096,MOHUTI,UC,Riyadh,Riyadh,Center,24.72857381,46.68651858,RRA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,2,S,>= 16,R,>= 64,R,>= 16,R,>= 4,R,>= 8,R,128,R,>= 320,R
S120,ERR12529026,SAMN39649509,2022,10,ST969,MOHUTI,UC,Sakaka,AlJawf,North,29.88333549,40.11210099,SHA,POS,+,>= 32,R,8,S,<= 4,S,>= 64,R,<= 4,S,8,S,>= 64,R,2,S,<= 0.25,S,<= 0.25,S,<= 2,S,<= 1,S,<= 0.25,S,1,S,64,I,>= 320,R
S130,ERR12529030,SAMN39649510,2022,11,ST14,MOHUTI,UC,Sakaka,AlJawf,North,29.88333549,40.11210099,SHA,POS,+,>= 32,R,16,I,16,I,>= 64,R,<= 4,S,16,I,>= 64,R,2,S,<= 0.25,S,<= 0.25,S,8,*I,<= 1,S,2,R,<= 0.5,S,32,S,<= 20,S
S131,ERR12529025,SAMN39649511,2022,11,ST45,MOHUTI,UC,Sakaka,AlJawf,North,29.88333549,40.11210099,SHA,NEG,-,>= 32,R,>= 32,R,8,S,>= 64,R,>= 64,R,8,S,<= 1,S,<= 1,S,1,S,<= 0.25,S,<= 2,S,<= 1,S,<= 0.25,S,1,S,64,I,>= 320,R
S151,ERR12529036,SAMN39649512,2022,12,ST17,MOHUTI,UC,Sakaka,AlJawf,North,29.88333549,40.11210099,SHA,POS,+,>= 32,R,16,I,32,R,>= 64,R,8,S,16,I,>= 64,R,2,S,<= 0.25,S,<= 0.25,S,<= 2,S,>= 16,R,>= 4,R,4,I,256,R,>= 320,R
S156,ERR12528955,SAMN39649513,2022,12,ST17,MOHUTI,UC,Sakaka,AlJawf,North,29.88333549,40.11210099,SHA,POS,+,>= 32,R,8,S,<= 4,S,>= 64,R,<= 4,S,16,I,>= 64,R,2,S,<= 0.25,S,<= 0.25,S,<= 2,S,<= 1,S,1,R,1,S,128,R,>= 320,R
S24,ERR12529019,SAMN39649514,2022,4,ST14,MOHUTI,UC,Sakaka,AlJawf,North,29.88333549,40.11210099,SHB,POS,+,>= 32,R,16,I,32,R,>= 64,R,<= 4,S,16,I,>= 64,R,2,S,<= 0.25,S,<= 0.25,S,16,*I,<= 1,S,2,R,<= 0.5,S,32,S,<= 20,S
S61,ERR12528992,SAMN39649515,2022,6,ST14,MOHUTI,UC,Sakaka,AlJawf,North,29.88333549,40.11210099,SHD,POS,+,>= 32,R,16,I,32,R,>= 64,R,<= 4,S,>= 64,R,>= 64,R,16,R,<= 0.25,S,<= 0.25,S,8,*I,<= 1,S,<= 0.25,S,1,S,32,S,<= 20,S
T157,ERR12528901,SAMN39649516,2022,10,ST231,MOHUTI,UC,Taif,Makkah,SouthWest,21.28918403,40.42073622,THA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,>= 64,R,>= 16,R,>= 4,R,1,S,256,R,>= 320,R
T4,ERR12528918,SAMN39649517,2022,2,ST225,MOHUTI,UC,Taif,Makkah,SouthWest,21.28918403,40.42073622,THA,POS,+,>= 32,R,8,S,64,R,>= 64,R,<= 4,S,8,S,>= 64,R,2,S,<= 0.25,S,<= 0.25,S,<= 2,S,<= 1,S,1,R,2,S,64,I,>= 320,R
T40,ERR12529000,SAMN39649518,2022,3,ST2096,MOHUTI,UC,Taif,Makkah,SouthWest,21.28918403,40.42073622,THB,POS,+,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,<= 0.25,S,<= 0.25,S,>= 64,R,>= 16,R,>= 4,R,<= 0.5,S,256,R,>= 320,R
TK102,ERR12528886,SAMN39649519,2022,11,ST147,MOHUTI,UC,Tabuk,Tabuk,NorthWest,28.38719742,36.56521253,TKHA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,>= 64,R,>= 16,R,>= 4,R,1,S,32,S,>= 320,R
TK115,ERR12528912,SAMN39649520,2022,12,ST147,MOHUTI,UC,Tabuk,Tabuk,NorthWest,28.38719742,36.56521253,TKHA,POS,+,>= 32,R,16,I,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,<= 0.25,S,0.5,S,32,I,<= 1,S,>= 4,R,4,I,256,R,>= 320,R
TK122,ERR12529040,SAMN39649521,2022,12,ST231,MOHUTI,UC,Tabuk,Tabuk,NorthWest,28.38719742,36.56521253,TKHA,NEG,-,>= 32,R,>= 32,R,>= 128,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 64,R,>= 16,R,>= 16,R,<= 2,S,<= 1,S,>= 4,R,4,I,256,R,>= 320,R
TK35,ERR12528960,SAMN39649522,2023,8,ST251,MOHUTI,UC,Tabuk,Tabuk,NorthWest,28.38719742,36.56521253,TKHB,POS,+,>= 32,R,8,S,<= 4,S,>= 64,R,<= 4,S,>= 64,R,>= 64,R,>= 64,R,<= 0.25,S,<= 0.25,S,<= 2,S,<= 1,S,0.5,I,2,S,<= 16,S,>= 320,R
TK88,ERR12528961,SAMN39649523,2022,10,ST268,MOHUTI,UC,Tabuk,Tabuk,NorthWest,28.38719742,36.56521253,TKHC,POS,+,>= 32,R,16,I,16,I,>= 64,R,<= 4,S,>= 64,R,>= 64,R,>= 64,R,<= 0.25,S,<= 0.25,S,<= 2,S,>= 16,R,<= 0.25,S,2,S,64,I,40,S
TK93,ERR12528957,SAMN39649524,2022,10,ST147,MOHUTI,UC,Tabuk,Tabuk,NorthWest,28.38719742,36.56521253,TKHC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
